Site,Date(dd:mm:yyyy),Time(hh:mm:ss),Day_of_Year,Day_of_Year(Fraction),AOD_Extinction-Total[440nm],AOD_Extinction-Total[675nm],AOD_Extinction-Total[870nm],AOD_Extinction-Total[1020nm],AOD_Extinction-Fine[440nm],AOD_Extinction-Fine[675nm],AOD_Extinction-Fine[870nm],AOD_Extinction-Fine[1020nm],AOD_Extinction-Coarse[440nm],AOD_Extinction-Coarse[675nm],AOD_Extinction-Coarse[870nm],AOD_Extinction-Coarse[1020nm],Extinction_Angstrom_Exponent_440-870nm-Total,Average_Solar_Zenith_Angles_for_Flux_Calculation(Degrees),Solar_Zenith_Angle_for_Measurement_Start(Degrees),Sky_Residual(%),Sun_Residual(%),Coincident_AOD440nm,Scattering_Angle_Bin_3.2_to_<6_degrees[440nm],Scattering_Angle_Bin_6_to_<30_degrees[440nm],Scattering_Angle_Bin_30_to_<80_degrees[440nm],Scattering_Angle_Bin_80_degrees_and_over[440nm],Scattering_Angle_Bin_3.2_to_<6_degrees[675nm],Scattering_Angle_Bin_6_to_<30_degrees[675nm],Scattering_Angle_Bin_30_to_<80_degrees[675nm],Scattering_Angle_Bin_80_degrees_and_over[675nm],Scattering_Angle_Bin_3.2_to_<6_degrees[870nm],Scattering_Angle_Bin_6_to_<30_degrees[870nm],Scattering_Angle_Bin_30_to_<80_degrees[870nm],Scattering_Angle_Bin_80_degrees_and_over[870nm],Scattering_Angle_Bin_3.2_to_<6_degrees[1020nm],Scattering_Angle_Bin_6_to_<30_degrees[1020nm],Scattering_Angle_Bin_30_to_<80_degrees[1020nm],Scattering_Angle_Bin_80_degrees_and_over[1020nm],Surface_Albedo[440m],Surface_Albedo[675m],Surface_Albedo[870m],Surface_Albedo[1020m],If_Retrieval_is_L2(without_L2_0.4_AOD_440_threshold),If_AOD_is_L2,Last_Processing_Date(dd:mm:yyyy),Last_Processing_Time(hh:mm:ss),Instrument_Number,Latitude(Degrees),Longitude(Degrees),Elevation(m),Inversion_Data_Quality_Level,Retrieval_Measurement_Scan_Type
IIT_Delhi,29:10:2021,02:15:33,302,302.094132,0.698600,0.376500,0.249900,0.193600,0.651000,0.327300,0.198800,0.140800,0.047700,0.049200,0.051100,0.052700,1.504078,74.769752,75.365233,1.222500,0.007466,0.697322,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.071750,0.130760,0.321720,0.323180,1,1,30:06:2022,23:14:41,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,29:10:2021,02:50:37,302,302.118484,0.713200,0.383100,0.253900,0.196700,0.664600,0.332600,0.201400,0.142300,0.048600,0.050500,0.052600,0.054400,1.511210,67.972800,68.540926,1.431232,0.013499,0.711885,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.066530,0.119230,0.292810,0.294670,1,1,30:06:2022,23:22:46,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,29:10:2021,03:47:10,302,302.157755,0.702200,0.377700,0.252000,0.196100,0.653000,0.326500,0.198600,0.141000,0.049200,0.051200,0.053400,0.055100,1.500323,57.890608,58.389973,2.594475,0.042514,0.700856,4,10,7,5,4,10,7,5,4,10,7,5,4,10,7,5,0.061590,0.108280,0.264980,0.267330,1,1,30:06:2022,23:29:03,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,29:10:2021,08:47:01,302,302.365984,0.947800,0.522100,0.356400,0.282900,0.851400,0.421400,0.251100,0.174400,0.096300,0.100700,0.105300,0.108500,1.433053,53.272233,52.831046,3.995851,0.117282,0.943767,4,10,8,4,4,10,8,4,4,10,8,4,3,10,8,4,0.060190,0.104910,0.255690,0.257080,1,1,30:06:2022,23:18:11,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,29:10:2021,09:47:05,302,302.407697,1.253500,0.684200,0.465000,0.369100,1.119400,0.542900,0.317100,0.217400,0.134100,0.141400,0.147900,0.151800,1.453152,63.203079,62.665576,1.785223,0.016790,1.249687,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.064170,0.113530,0.277250,0.277210,1,1,30:06:2022,23:27:28,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,29:10:2021,10:44:07,302,302.447303,1.165900,0.630300,0.427300,0.338800,1.070700,0.531900,0.327100,0.237700,0.095200,0.098400,0.100200,0.101100,1.471441,74.002791,73.411795,3.659221,0.053582,1.160124,4,10,7,6,4,10,7,6,4,10,7,5,4,10,5,3,0.071640,0.129600,0.316570,0.313850,1,1,30:06:2022,23:38:01,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,29:10:2021,11:02:24,302,302.460000,1.220800,0.658300,0.446200,0.353300,1.114300,0.548000,0.334000,0.240500,0.106600,0.110300,0.112200,0.112900,1.475663,77.645712,77.043533,7.168944,0.048919,1.213895,4,10,6,5,4,10,7,5,4,10,7,5,4,10,7,6,0.075440,0.137720,0.336290,0.332140,1,1,30:06:2022,23:40:50,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,30:10:2021,02:16:26,303,303.094745,0.605300,0.342300,0.237900,0.190900,0.545500,0.280300,0.173600,0.124500,0.059800,0.062000,0.064300,0.066300,1.368445,74.771780,75.365250,1.476811,0.011117,0.604164,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.071750,0.130760,0.321740,0.323180,1,1,30:06:2022,23:24:45,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,30:10:2021,02:51:32,303,303.119120,0.582000,0.328600,0.228400,0.184000,0.520100,0.264300,0.161800,0.115400,0.061900,0.064300,0.066600,0.068700,1.370809,67.995120,68.560710,1.720636,0.029266,0.580826,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.066550,0.119260,0.292880,0.294730,1,1,30:06:2022,23:10:52,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,30:10:2021,03:47:07,303,303.157720,0.643400,0.352500,0.241200,0.193000,0.574700,0.278300,0.163100,0.112800,0.068700,0.074300,0.078100,0.080200,1.438409,58.129428,58.626786,2.119505,0.031666,0.641981,4,10,7,5,4,10,7,5,4,10,7,5,4,10,7,5,0.061680,0.108480,0.265500,0.267820,1,1,30:06:2022,23:17:05,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,30:10:2021,08:46:58,303,303.365949,0.356100,0.206600,0.155000,0.134100,0.282000,0.126700,0.071800,0.049700,0.074000,0.079800,0.083200,0.084400,1.227967,53.533529,53.094459,2.565613,0.174967,0.353504,4,10,8,4,4,10,8,4,4,10,8,4,3,10,8,4,0.060270,0.105080,0.256140,0.257510,1,1,30:06:2022,23:30:21,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,30:10:2021,09:46:58,303,303.407616,0.386200,0.226400,0.169300,0.146400,0.303400,0.137800,0.076800,0.052200,0.082800,0.088700,0.092500,0.094200,1.216059,63.412744,62.877139,3.087989,0.214735,0.381154,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.064270,0.113760,0.277830,0.277760,1,1,30:06:2022,23:07:34,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,30:10:2021,10:34:15,303,303.440451,0.457600,0.270200,0.204800,0.176800,0.351700,0.156700,0.086200,0.056100,0.105900,0.113500,0.118500,0.120700,1.187043,72.272558,71.690237,1.769689,0.065526,0.454299,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.070110,0.126310,0.308610,0.306470,1,1,30:06:2022,23:10:05,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,30:10:2021,10:59:17,303,303.457836,0.503800,0.297000,0.222800,0.191700,0.389400,0.173900,0.094200,0.060900,0.114400,0.123100,0.128700,0.130800,1.203134,77.213942,76.614803,2.422816,0.014707,0.500613,4,10,7,5,4,10,6,5,4,10,7,6,4,10,7,6,0.074920,0.136640,0.333700,0.329760,1,1,30:06:2022,23:12:57,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,31:10:2021,02:19:13,304,304.096678,0.889900,0.519800,0.378700,0.318800,0.713900,0.330200,0.182200,0.119900,0.176000,0.189600,0.196400,0.198900,1.255950,74.402124,74.992311,1.748363,0.011684,0.885613,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.071410,0.130010,0.319840,0.321310,1,1,30:06:2022,23:12:45,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,31:10:2021,02:54:05,304,304.120891,0.858500,0.499200,0.363200,0.304700,0.703300,0.335800,0.193200,0.130600,0.155300,0.163400,0.170000,0.174100,1.264781,67.714055,68.275537,1.559968,0.021976,0.853631,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.066370,0.118870,0.291890,0.293760,1,1,30:06:2022,23:22:33,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,31:10:2021,03:47:06,304,304.157708,0.812500,0.467400,0.338600,0.283800,0.659900,0.303900,0.168600,0.110900,0.152700,0.163600,0.170100,0.172900,1.287241,58.362779,58.858120,1.315587,0.028682,0.808332,4,10,7,5,4,10,7,5,4,10,7,5,4,10,7,5,0.061770,0.108680,0.266000,0.268310,1,1,30:06:2022,23:33:00,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,31:10:2021,10:59:48,304,304.458194,0.430900,0.261400,0.198000,0.170400,0.328400,0.151400,0.083900,0.054600,0.102600,0.110000,0.114100,0.115800,1.145715,77.506405,76.908331,3.275774,0.016902,0.428590,4,10,7,5,4,10,7,6,4,10,7,6,4,10,7,6,0.075270,0.137370,0.335480,0.331380,1,1,30:06:2022,23:21:02,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,01:11:2021,02:18:17,305,305.096030,0.828400,0.459800,0.321800,0.263500,0.707900,0.332400,0.188500,0.126600,0.120600,0.127400,0.133300,0.136900,1.388442,74.765024,75.354399,1.616323,0.013625,0.825222,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.071430,0.130290,0.310980,0.313190,1,1,30:06:2022,23:19:44,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,01:11:2021,02:54:02,305,305.120856,0.856700,0.474700,0.332400,0.272300,0.728300,0.339300,0.191000,0.127100,0.128400,0.135400,0.141400,0.145200,1.390418,67.921354,68.481227,1.776389,0.027483,0.852859,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.066400,0.118870,0.282940,0.285480,1,1,30:06:2022,23:28:00,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,01:11:2021,03:47:03,305,305.157674,0.853100,0.474500,0.333400,0.274100,0.711900,0.323000,0.175500,0.113400,0.141200,0.151500,0.157900,0.160700,1.379998,58.601532,59.094952,1.468609,0.039380,0.849115,4,10,7,5,4,10,7,5,4,10,7,5,3,11,7,5,0.061970,0.108760,0.257800,0.260690,1,1,30:06:2022,23:34:56,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,01:11:2021,04:47:03,305,305.199340,0.836800,0.468100,0.332200,0.274500,0.696800,0.317500,0.174800,0.114100,0.140100,0.150600,0.157400,0.160400,1.357972,49.919440,50.290336,1.381089,0.106331,0.832766,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.059340,0.102720,0.242470,0.245570,1,1,30:06:2022,23:13:20,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,01:11:2021,08:46:55,305,305.365914,1.095800,0.633200,0.460400,0.390900,0.887300,0.409500,0.226800,0.153100,0.208500,0.223800,0.233700,0.237700,1.275419,54.050294,53.615345,3.843536,0.517948,1.085558,4,10,8,4,4,10,7,4,4,10,7,4,4,10,8,4,0.060590,0.105370,0.248660,0.250580,1,1,30:06:2022,23:30:09,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,01:11:2021,09:46:57,305,305.407604,0.916300,0.544100,0.403800,0.343700,0.713100,0.327300,0.178600,0.114600,0.203200,0.216800,0.225300,0.229100,1.205961,63.857823,63.325753,1.423882,0.023130,0.910627,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.064490,0.114050,0.269870,0.270460,1,1,30:06:2022,23:38:36,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,01:11:2021,10:40:20,305,305.444676,0.951900,0.561900,0.415400,0.352600,0.743400,0.339000,0.182600,0.115300,0.208400,0.222900,0.232800,0.237300,1.220299,73.852019,73.268004,1.670523,0.012888,0.945953,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.071180,0.128850,0.305320,0.303600,1,1,30:06:2022,23:47:03,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,01:11:2021,10:58:32,305,305.457315,0.931700,0.550800,0.408300,0.347100,0.726300,0.331100,0.181600,0.118000,0.205400,0.219700,0.226700,0.229100,1.214397,77.438818,76.842823,2.598754,0.013281,0.925985,4,10,7,5,4,10,6,5,4,10,6,5,4,10,7,6,0.074710,0.136630,0.323810,0.320820,1,1,30:06:2022,23:10:09,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,02:11:2021,02:19:09,306,306.096632,0.911600,0.553700,0.409100,0.346800,0.713200,0.341000,0.188000,0.122400,0.198400,0.212700,0.221100,0.224500,1.176453,74.775753,75.363115,1.575792,0.011182,0.906631,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.071430,0.130300,0.310980,0.313230,1,1,30:06:2022,23:13:23,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,02:11:2021,02:54:37,306,306.121262,0.929000,0.561700,0.413700,0.349900,0.747000,0.370500,0.214600,0.146000,0.182000,0.191300,0.199100,0.204000,1.187736,68.011583,68.569248,1.305681,0.015224,0.923771,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.066460,0.119000,0.283230,0.285770,1,1,30:06:2022,23:23:19,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,02:11:2021,03:46:59,306,306.157627,0.897500,0.543100,0.400200,0.338400,0.722500,0.359300,0.208800,0.142300,0.175000,0.183800,0.191400,0.196200,1.185799,58.842799,59.334369,1.475616,0.029972,0.892557,4,10,7,5,4,10,7,5,3,11,7,5,3,11,7,5,0.062060,0.108970,0.258310,0.261190,1,1,30:06:2022,23:29:48,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,02:11:2021,04:46:58,306,306.199282,0.860100,0.523300,0.388000,0.329100,0.676700,0.327700,0.184100,0.121100,0.183400,0.195600,0.203900,0.208100,1.169205,50.200977,50.570033,1.322183,0.039248,0.855715,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.059410,0.102880,0.242870,0.245960,1,1,30:06:2022,23:36:25,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,02:11:2021,08:46:51,306,306.365868,1.126700,0.671000,0.486400,0.406700,0.925700,0.460700,0.267900,0.182900,0.201100,0.210400,0.218500,0.223800,1.232287,54.295786,53.862979,1.209391,0.061338,1.119922,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.060670,0.105540,0.249090,0.250990,1,1,30:06:2022,23:26:44,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,02:11:2021,09:46:56,306,306.407593,1.101300,0.657800,0.478900,0.401000,0.883300,0.425300,0.237200,0.155100,0.218000,0.232500,0.241700,0.245900,1.222017,64.072077,63.541784,1.013884,0.013373,1.094548,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.064600,0.114300,0.270460,0.271010,1,1,30:06:2022,23:37:04,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,02:11:2021,10:39:24,306,306.444028,1.033700,0.621200,0.456600,0.385100,0.834400,0.411300,0.238400,0.162400,0.199300,0.209900,0.218200,0.222800,1.199926,73.859515,73.277640,1.614272,0.008486,1.027045,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.071190,0.128870,0.305360,0.303650,1,1,30:06:2022,23:40:41,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,02:11:2021,10:57:42,306,306.456736,1.053600,0.635000,0.467900,0.395500,0.827200,0.392800,0.216300,0.140200,0.226400,0.242300,0.251700,0.255300,1.192139,77.453976,76.859834,1.790035,0.003856,1.046032,4,10,6,5,4,10,6,5,4,10,6,6,4,10,7,6,0.074730,0.136660,0.323900,0.320910,1,1,30:06:2022,23:44:01,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,03:11:2021,08:46:51,307,307.365868,1.362200,0.828900,0.597500,0.493900,1.139000,0.595100,0.354700,0.245600,0.223200,0.233800,0.242800,0.248300,1.206033,54.546274,54.115468,1.970814,0.036553,1.354246,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.060750,0.105720,0.249530,0.251400,1,1,30:06:2022,23:23:53,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,03:11:2021,09:46:55,307,307.407581,1.398100,0.844100,0.604000,0.496200,1.169500,0.606100,0.356500,0.241800,0.228500,0.238100,0.247500,0.254500,1.227941,64.281667,63.753150,1.314404,0.009068,1.390772,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.064700,0.114530,0.271030,0.271560,1,1,30:06:2022,23:36:39,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,03:11:2021,10:38:59,307,307.443738,1.297900,0.782300,0.561400,0.462500,1.084300,0.556700,0.326600,0.222800,0.213600,0.225600,0.234800,0.239700,1.226744,73.963495,73.383387,2.022450,0.027139,1.289025,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.071280,0.129070,0.305860,0.304100,1,1,30:06:2022,23:46:47,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,03:11:2021,10:57:17,307,307.456447,1.280200,0.765400,0.549500,0.452800,1.089500,0.567600,0.346000,0.245700,0.190700,0.197800,0.203500,0.207100,1.238865,77.547707,76.955187,3.591759,0.020792,1.271068,4,10,6,5,4,10,6,5,4,10,6,6,4,10,7,6,0.074830,0.136900,0.324460,0.321420,1,1,30:06:2022,23:50:48,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,04:11:2021,02:56:43,308,308.122720,2.187200,1.318600,0.882200,0.674000,2.049400,1.176100,0.733700,0.520900,0.137800,0.142500,0.148500,0.153200,1.318509,68.023793,68.576142,3.094651,0.072470,2.175994,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.066470,0.119010,0.283250,0.285790,1,1,30:06:2022,23:24:58,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,04:11:2021,03:47:04,308,308.157685,2.214100,1.341900,0.894800,0.680800,2.112300,1.236600,0.787300,0.571800,0.101800,0.105300,0.107600,0.109000,1.314623,59.289164,59.776828,2.522887,0.046563,2.206156,3,11,7,5,3,11,7,5,3,10,8,5,3,10,8,5,0.062230,0.109350,0.259270,0.262130,1,1,30:06:2022,23:36:16,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,04:11:2021,04:47:00,308,308.199306,2.401100,1.464600,0.976800,0.742200,2.263300,1.322100,0.829700,0.591200,0.137900,0.142400,0.147000,0.151100,1.304358,50.735236,51.100314,1.112238,0.015215,2.394037,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.059540,0.103180,0.243660,0.246720,1,1,30:06:2022,23:56:46,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,04:11:2021,08:46:56,308,308.365926,2.879900,1.811000,1.219200,0.926500,2.750300,1.676700,1.082800,0.789100,0.129600,0.134300,0.136400,0.137400,1.244452,54.803920,54.374939,1.612595,0.030562,2.868800,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.060830,0.105900,0.249990,0.251840,1,1,30:06:2022,23:59:57,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,04:11:2021,09:47:00,308,308.407639,3.016900,1.867400,1.257900,0.957000,2.834300,1.679100,1.062900,0.756100,0.182600,0.188400,0.195100,0.201000,1.268380,64.504117,63.977249,2.697110,0.040028,2.997277,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,4,0.064820,0.114790,0.271660,0.272150,1,1,01:07:2022,00:09:33,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,05:11:2021,03:47:03,309,309.157674,2.565700,1.524700,0.997900,0.745900,2.471300,1.426800,0.898500,0.645700,0.094500,0.097900,0.099500,0.100300,1.369868,59.521168,60.007042,2.399651,0.088168,2.555757,3,11,7,5,3,10,8,5,3,10,8,5,3,10,8,5,0.062320,0.109560,0.259790,0.262630,1,1,30:06:2022,23:28:07,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,05:11:2021,04:47:03,309,309.199340,2.707200,1.612300,1.075400,0.821100,2.597300,1.498500,0.960000,0.705000,0.109900,0.113800,0.115500,0.116200,1.341592,50.995946,51.359056,2.288565,0.071535,2.697413,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.059610,0.103340,0.244050,0.247100,1,1,30:06:2022,23:44:01,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,05:11:2021,09:46:57,309,309.407604,2.326700,1.319200,0.872600,0.672100,2.199700,1.187900,0.738300,0.535900,0.127100,0.131300,0.134300,0.136200,1.429353,64.698171,64.173117,4.986210,0.104851,2.318495,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.064920,0.115010,0.272210,0.272670,1,1,30:06:2022,23:19:27,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,06:11:2021,02:59:08,310,310.124398,1.782500,1.046300,0.689500,0.525800,1.645200,0.904400,0.543200,0.375700,0.137300,0.141900,0.146300,0.150100,1.380117,67.985091,68.531821,2.003328,0.031180,1.776219,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.066440,0.118960,0.283130,0.285650,1,1,30:06:2022,23:26:36,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,06:11:2021,03:47:08,310,310.157731,1.810400,1.065500,0.699300,0.531000,1.676900,0.927000,0.556100,0.384000,0.133500,0.138500,0.143200,0.147000,1.381321,59.736506,60.220479,2.308523,0.052207,1.804264,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.062410,0.109750,0.260270,0.263100,1,1,30:06:2022,23:40:38,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,06:11:2021,04:47:03,310,310.199340,1.971000,1.154000,0.749700,0.558000,1.824100,1.000500,0.588800,0.392200,0.146900,0.153500,0.160900,0.165800,1.402845,51.260862,51.622205,3.709242,0.085247,1.966374,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,3,0.059680,0.103500,0.244450,0.247490,1,1,30:06:2022,23:45:58,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,06:11:2021,08:46:56,310,310.365926,1.729200,1.015200,0.671000,0.511800,1.581900,0.860800,0.509700,0.345700,0.147300,0.154400,0.161400,0.166100,1.375920,55.280164,54.855167,2.318956,0.061208,1.724027,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.060980,0.106240,0.250840,0.252650,1,1,30:06:2022,23:39:06,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,06:11:2021,09:46:56,310,310.407593,1.886200,1.116600,0.732000,0.550800,1.800500,1.027600,0.641700,0.460400,0.085700,0.089100,0.090400,0.090500,1.373720,64.893147,64.369863,5.183830,0.058626,1.881272,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.065020,0.115240,0.272770,0.273200,1,1,30:06:2022,23:49:08,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,06:11:2021,10:35:23,310,310.441238,1.896500,1.089400,0.716100,0.542500,1.765000,0.952800,0.574100,0.396800,0.131500,0.136600,0.142100,0.145800,1.417202,73.798624,73.225726,6.255627,0.059765,1.883381,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.071130,0.128750,0.305100,0.303420,1,1,30:06:2022,23:59:04,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,07:11:2021,03:47:10,311,311.157755,1.995800,1.154600,0.744900,0.555300,1.890600,1.045800,0.631700,0.438500,0.105200,0.108800,0.113200,0.116800,1.430687,59.959232,60.441433,3.238008,0.113904,1.989112,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.062500,0.109950,0.260780,0.263580,1,1,30:06:2022,23:33:29,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,07:11:2021,04:47:05,311,311.199363,1.437000,0.838400,0.557700,0.426300,1.315800,0.711500,0.424300,0.288200,0.121200,0.127000,0.133400,0.138100,1.377269,51.519885,51.879446,1.817453,0.030378,1.433261,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.059750,0.103650,0.244850,0.247870,1,1,30:06:2022,23:38:01,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,07:11:2021,08:47:00,311,311.365972,0.950700,0.556700,0.377200,0.295200,0.853900,0.454900,0.270400,0.185100,0.096900,0.101900,0.106900,0.110100,1.347371,55.520086,55.096938,1.577161,0.071195,0.948949,4,10,8,4,4,10,8,4,4,10,8,4,4,10,8,4,0.061060,0.106420,0.251280,0.253070,1,1,30:06:2022,23:22:34,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,07:11:2021,10:34:17,311,311.440475,0.981400,0.565500,0.380100,0.296700,0.879800,0.460000,0.269200,0.181700,0.101600,0.105500,0.110900,0.115000,1.383060,73.755853,73.185325,1.770395,0.015830,0.978438,4,10,7,6,4,10,7,6,4,10,7,6,4,10,7,6,0.071090,0.128660,0.304900,0.303240,1,1,30:06:2022,23:31:30,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,07:11:2021,10:52:31,311,311.453137,1.002500,0.576700,0.388600,0.303600,0.920400,0.491500,0.301900,0.216400,0.082100,0.085200,0.086700,0.087300,1.382363,77.272506,76.688519,3.478506,0.056818,0.997756,4,10,6,6,4,10,7,6,4,10,7,6,4,10,7,6,0.074520,0.136210,0.322850,0.320000,1,1,30:06:2022,23:35:12,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,08:11:2021,03:47:14,312,312.157801,1.985400,1.082200,0.683500,0.506300,1.888100,0.980500,0.576900,0.396400,0.097300,0.101700,0.106600,0.109900,1.551621,60.175859,60.656285,2.882674,0.044254,1.979776,3,10,8,5,3,10,8,5,3,10,8,5,3,10,8,5,0.062580,0.110160,0.261280,0.264060,1,1,30:06:2022,23:37:16,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,08:11:2021,04:47:11,312,312.199433,1.475000,0.824500,0.547800,0.424800,1.362700,0.706400,0.422900,0.295200,0.112400,0.118200,0.125000,0.129600,1.445723,51.769008,52.126693,1.258891,0.011738,1.471243,3,10,8,4,3,10,8,4,3,10,8,4,3,10,8,4,0.059810,0.103810,0.245240,0.248250,1,1,30:06:2022,23:11:54,1170,28.545000,77.192600,15.000000,lev20,Almucantar
IIT_Delhi,08:11:2021,09:47:04,312,312.407685,1.123400,0.637400,0.425600,0.329400,1.017900,0.526000,0.308800,0.209100,0.105600,0.111300,0.116900,0.120400,1.415890,65.296862,64.776896,1.595760,0.012601,1.120392,3,10,7,6,3,10,7,6,3,10,8,5,3,10,8,5,0.065240,0.115720,0.273920,0.274300,1,1,30:06:2022,23:37:09,1170,28.545000,77.192600,15.000000,lev20,Almucantar
